id	metrics	tweet	coding	sentiment
1464019460885516294	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	A heavily mutated covid variant in South Africa raises concern - Bergensia  https://t.co/aAW9UH3kpw	4	0
1464019492271529989	{"retweet_count": 0, "reply_count": 1, "like_count": 3, "quote_count": 0}	Not the Spider-Man ps4 game predicting Covid-19.		
1464021046844088322	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	What's Trending Za?  South African Health Department warns of new Covid-19 varient that shows high transmissibility   Cases of B.1.1.529 are rising in various provinces particularly in Gauteng, North West &amp; Limpopo Province  #TrendingNow #za_trending #lockdown #COVID19	5	0
1463657849855393794	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	https://t.co/EYz2PTHjYg  Scummy Jim Jordan Never Disclosed Covid Infection  #JIMJORDAN		
1463296251743830016	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Coronavirus Bay Area live updates: Pediatric COVID cases rise for 3rd week https://t.co/4AqZSziR25	5	0
1464020154719875078	{"retweet_count": 2, "reply_count": 0, "like_count": 11, "quote_count": 0}	$PROG inked an agreement with $IONS about this back in April. https://t.co/ULzdmlPXvT		
1463657719416582151	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Sinn Féin councillors did not declare community group links during £2m Covid funding process https://t.co/kur3orWEOi		
1463295022032326660	{"retweet_count": 1, "reply_count": 0, "like_count": 5, "quote_count": 0}	Japan has no anti vaxxers and has very low covid rates. They mask and social distance  #auspol	1	0
1463657675892289539	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Arrests imminent?  Dr. David Martin + Max Igan fugitive from the CovID Cult Communism https://t.co/km0TTcK3AA		
1464020664181047300	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	#Lockdown #Business Support Boosted  https://t.co/8ujaZoo3fC #AusPol #Australia #Covid19 #Employees #Exposure #Future #Government #Katherine #NorthernTerritory #Revenue #SmallBusiness https://t.co/n0T6eCixAp	3	0
1463295053695234057	{"retweet_count": 38, "reply_count": 5, "like_count": 95, "quote_count": 2}	Hospital shortages and wait times are NOT the result of “covid” they’re the result of bad government. Hold your elected officials accountable and don’t let them use #covid as a scapegoat. https://t.co/tdb2AB1PBM	2	0
1464019471962722305	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Is the new Covid variant the worst of all?  https://t.co/FPQihJqdM9	4	0
1464020258159693824	{"retweet_count": 5, "reply_count": 0, "like_count": 5, "quote_count": 0}	🗽⭐️#MILESGUO ⭐️#GETTR⭐️🕊  11/25/2021 Miles Guo’s GETTR: Don't give your kids COVID jabs. There have been more and more cases of dropping dead, falling, and car accidents due to the COVID vaccines. Artemisinin is the antidote and has saved many ～👀👇  https://t.co/wGO9YnzlIx https://t.co/JPgo5zYJWd	6	-1
1464020873585831939	{"retweet_count": 0, "reply_count": 0, "like_count": 1, "quote_count": 0}	https://t.co/CErANgGcSg After hearing ”Stir it Up” on “South Park Post COVID”, I feel tempted to ride around in a car with the breeze thru my hair, putting this on full blast, like Eddie Murphy did in the first “Beverly Hills Cop”.	2	0
1463294885159710720	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Unvaccinated Joe Flacco lands on Jets’ COVID list as close contact to Mike White https://t.co/8TBxPGtFdE	2	0
1463657930721529865	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	After covid I keep wondering when the next big calamity will hit and how much of humanity it will wipe off	2	-1
1464020813900877833	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	"The UK puts six African countries on its red list due to new COVID-19 variant"  https://t.co/u7ZT82qQ5v	1	0
1464020368776179715	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	🚨 | Dr. Geert Vanden Bossche explains how mass vaccination w/ leaky vaccines can drive the acceleration of escape mutants… https://t.co/blGcttS5dF	6	0
1464020464028712965	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	New COVID-19 variant detected in South Africa raising concern https://t.co/jq8YCP6zpC https://t.co/j4eiGLHIUE	4	-1
1464019388017692674	{"retweet_count": 0, "reply_count": 3, "like_count": 10, "quote_count": 0}	make of the most of "freedom"  https://t.co/uzfDiAiZBP		
1463295222213799941	{"retweet_count": 2, "reply_count": 1, "like_count": 2, "quote_count": 0}	Matthew Dibble: 40-Year-Old Professional Musician Dies After Receiving AstraZeneca COVID-19 Vaccine https://t.co/lh1QsfCP6n	6	-1
1464019609577607171	{"retweet_count": 0, "reply_count": 2, "like_count": 1, "quote_count": 0}	Finally, Johnson is taking prompt action. New COVID variant: UK urgently brings in travel restrictions to stop spread of 'the worst one we've seen so far' https://t.co/iUvLaftwiC		
1463296014643707907	{"retweet_count": 0, "reply_count": 1, "like_count": 3, "quote_count": 0}	I got my Pfizer booster jab today.  The saying is:  80% of life is just showing up.  If more people understood that; we'd all be better off.	6	1
1463295825669357570	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	MedWatch Daily Digest: A new theory about long COVID-19 symptoms — and more https://t.co/qNvIXM8JYq	4	0
1463295907667996676	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	A weakened UK economy emerges from the Covid mist https://t.co/wzK4ebDSwc	3	-1
1463296019987419136	{"retweet_count": 7, "reply_count": 2, "like_count": 55, "quote_count": 4}	Y'all need to calm down. They moved Australian dates bc they're super strict about shows and covid restrictions. Stop asking if your date is gonna be cancelled (it probably isn't) and feel bad for your Australian friends. They haven't had shows since 2019	2	0
1463295539718627329	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Victoria records 1,196 new Covid cases and three deaths as the 90 percent vaccination milestone approaches https://t.co/f8sIkbOUiC	5	0
1463657801025310721	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	jeon RT RollingStone: Blackpink’s Lisa has tested positive for covid-19. Her production company says the group's other members weren’t in close…		
1463295844799721476	{"retweet_count": 1, "reply_count": 0, "like_count": 2, "quote_count": 0}	If I Am Young and Healthy, Do I Still Need the COVID-19 Vaccine? @ClevelandClinic @CleClinicMD @CleClinicLungs   https://t.co/JEfOg7rgdu via @YouTube https://t.co/jE8e7nhB0S	6	0
1464020028588793867	{"retweet_count": 0, "reply_count": 0, "like_count": 3, "quote_count": 0}	we went to see @thejasonbyrne tonight, never thought I'd get a laugh from shouting chip paper at a bunch of pissed reporters from the chronicle but it happened! First live gig since covid..LOVED IT		
1464020490012348416	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Covid 19 delta outbreak: Revealed - Why kung-fu granny confronted anti-mandate protesters, via @nzherald https://t.co/KALsZxU1vi		
1463657658959859715	{"retweet_count": 0, "reply_count": 0, "like_count": 1, "quote_count": 0}	US hospitals prepare for influx of Covid patients as millions travel for Thanksgiving https://t.co/IHX347P2oM		
1463657733652111362	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Risk of Covid infection in the double vaccinated increases over time https://t.co/k6kdWAhPli	6	0
1464019384935014409	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	'Another holiday season of COVID': Experts ‘really concerned’ about rise in case numbers https://t.co/g46pnnSLMI via @Yahoo	5	-1
1464020891311181824	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Travel bans imposed over new COVID-19 variant found in South Africa  https://t.co/UAc9XkPmNY	1	0
1463296074765029378	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Britain’s public body advising the NHS announced that people with mild depression in England should be offered therapy before medication. On our “Babbage” podcasts we explore the development of cognitive behavioural therapy by the late Aaron Beck https://t.co/gbT2EKcxfk https://t.co/aqqCZdmFiU		
1464019889522315285	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Less red cordial:  China's CO₂ emissions fell in one quarter for the 1st time since Covid lockdowns, due to coal prices and a construction slump. Experts said this could mark a carbon "turning point" for the country.  A turning point?  https://t.co/F03koR1l67	3	0
1463658665068699648	{"retweet_count": 0, "reply_count": 1, "like_count": 8, "quote_count": 0}	My reward for participating in the AstraZeneca trial: I get my booster of Moderna in a few minutes. Hurray!	5	1
1463658552753631236	{"retweet_count": 0, "reply_count": 3, "like_count": 4, "quote_count": 0}	He's gone completely insane.  Michael Flynn claims 'global elites' plan new virus because 'COVID tyranny' didn't work  https://t.co/HBlKotm1ow		
1464019684580368384	{"retweet_count": 1, "reply_count": 0, "like_count": 0, "quote_count": 0}	All propaganda to sell the false Covid Narrative, and to coerce, bribe &amp; threaten everyone to take an unsafe &amp; ineffective, and sometimes fatal vaccine.  UNITE, DEFY &amp; RESIST   https://t.co/1b0U66zeSK	6	1
1464020185778634757	{"retweet_count": 0, "reply_count": 0, "like_count": 1, "quote_count": 0}	Hi @eu_commission @francediplo_en @bmz_bund @CanadaDev @g20org COVID-19 means 75M children living in conflict and crisis are doubly at risk of missing out on an education. Will you support @EduCannotWait to help all kids #ReturnToLearn? #GlobalCitizen		
1464020795009634307	{"retweet_count": 0, "reply_count": 3, "like_count": 5, "quote_count": 0}	Watch live: Covid-19 update and Grant Robertson talks about vaccine mandate for police and Defence Force https://t.co/Pq0gNazwbS	1	0
1463658011273093123	{"retweet_count": 0, "reply_count": 7, "like_count": 17, "quote_count": 0}	Had my Covid booster on Monday. And I’ve started feeling the after effects. Fever, headache, muscle ache. Really tired.  This better be over by Sunday.	6	-1
1464020475391057925	{"retweet_count": 0, "reply_count": 2, "like_count": 16, "quote_count": 0}	Yey! Fully-vaccinated na mga tao sa bahay except the baby.  My mom and I got Sinovac. Both felt sleepy after the jab. My father got Jannsen. No apparent side effect. My brother got AstraZeneca. Body and headache. My sin-in-law got Moderna. Headache.	6	1
1463657695500660738	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	B.C. records 9 more deaths, 322 new COVID-19 infections https://t.co/Nj5PVgwHiV	5	0
1464020470450163715	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Anti-vax Wayne County, Michigan Republican Is in ICU with Covid https://t.co/byvDYANfpz		
1463296064480497682	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Over 118 crore Covid vaccine doses administered in India so far, says Health Ministry The countrywide vaccination drive was rolled out on January 16 with healthcare workers getting inoculated in the first phase. The vacci... #News by #EconomicTimes https://t.co/TYLzKD6PJK		
1464019670026145793	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Coronavirus Pandemic: B.C. COVID-19 pandemic update - BC Gov News https://t.co/f8C1lnYKXH	5	0
1463657556920836096	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Initially, #LongCovid was not known, took time to realize it existed. Here in AZ hard to get people to realize #COVID19 is serious. Those with mild cases minimize it, others don’t want to be inconvenienced by wearing a 😷, don’t believe it’s real 🤷🏼‍♀️ https://t.co/EMdrN0WhGi	2	0
1463657943610572802	{"retweet_count": 8, "reply_count": 1, "like_count": 32, "quote_count": 0}	The Covid revolts. This week’s @spectator cover https://t.co/BqhuxYLekF		
1463294931942969351	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Vaccination works! Thank me later! #vaccination #vaccinated #COVID19 https://t.co/02iItMDm3u	6	1
1464020259908825090	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Czech president back in hospital over positive Covid test | The Guardian Nigeria News https://t.co/NAwtHJQT2o		
1464020492692692994	{"retweet_count": 0, "reply_count": 0, "like_count": 4, "quote_count": 0}	I was sooooo excited for thanksgiving this year…got covid the week of and lost my taste and smell   Ya’ll have one sad pregnant girl this year 🙃	2	-1
1463657572393644033	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	PM launches foundation to help kids impacted by Covid-19 with schooling https://t.co/d3Dl8dlaHv	2	0
1463294865022885892	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Charlotte schools offering free at-home COVID antigen tests | #coronavirus | #kids. | #children | #schools https://t.co/tLHfgMOBDj	2	0
1463658230538653696	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Election workers identified as COVID-19 contacts have been replaced and Grand Bay by-election will continue as https://t.co/WXAuMo3Xky		
1463296281485447177	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	The Minister of State, Budget and National Planning, Mr Clem Agba, said the federal government had spent N2.3 trillion as stimulus package to cushion the effect of COVID-19 pandemic in the country.  Agba said this at a three-day 4th National Treasury  https://t.co/H7BQ63qomO https://t.co/u7SyL7pNQ2	3	0
1464019768009125894	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	COVID-19: Fully vaccinated B.C. man, initially denied COVID vaccine card, gets his card https://t.co/0A4X8FHV7l	2	0
1463658644759842817	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Maine CDC investigating COVID-19 outbreak at Brunswick assisted living facility #Mandates  And all are vaccinated….. https://t.co/ijRal6DKQO	2	0
1463295463260659713	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	COVID-19: Another 324 new cases recorded in B.C. along with one death | https://t.co/u1EDXCKEkL https://t.co/QuH3vGOwq8	5	0
1463296269162586121	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Maine CDC investigates COVID-19 outbreak in Brunswick assisted living facility https://t.co/I3HkrNdo2c	2	0
1463295387515637765	{"retweet_count": 0, "reply_count": 1, "like_count": 1, "quote_count": 0}	Cases are still spiking. Southern Vietnam ramps up restrictions as Covid-19 resurges https://t.co/i5KCmhwcF7	1	0
1463295018672615426	{"retweet_count": 0, "reply_count": 1, "like_count": 0, "quote_count": 0}	COVID-19 vaccination no silver bullet with Western WHDS Vic confirming that 14 double vaccinated people caught COVID at a country music concert for vaccinated patrons only. Will Aust head the same way as Europe? https://t.co/ka6Ksf4SHo	2	0
1463296285423902724	{"retweet_count": 0, "reply_count": 0, "like_count": 1, "quote_count": 0}	Atlas: The Nation’s ‘Top Scientists’ Lied About COVID And Got Away With It https://t.co/kbO6fdtmUS		
1463295002969141251	{"retweet_count": 0, "reply_count": 0, "like_count": 2, "quote_count": 0}	Bravo #Twitter! 👏 👏👏  Well played.   https://t.co/xtVhJmTBaN		
1463296228045713412	{"retweet_count": 689, "reply_count": 173, "like_count": 2210, "quote_count": 44}	My new book is out! "A Plague Upon Our House: My Fight at the Trump White House to Stop COVID From Destroying America"  https://t.co/4BrLAcoFTD https://t.co/h8cmTlHNld	2	1
1463658490682032132	{"retweet_count": 0, "reply_count": 1, "like_count": 0, "quote_count": 0}	Not enough of a punishment for this POS.  https://t.co/W3Xnlmfqy5	2	0
1464020743604297730	{"retweet_count": 36, "reply_count": 2, "like_count": 80, "quote_count": 2}	Spot the area of the UK that has had the weakest covid restrictions the longest... https://t.co/2Im3GXGcA6	1	0
1463658267238879234	{"retweet_count": 0, "reply_count": 1, "like_count": 0, "quote_count": 0}	It's not just COVID-19 cases on the rise in Onondaga County but also flu cases. Experts are urging the public to get both your flu shot and COVID-19 vaccine if you haven't already.  https://t.co/5SOlGPbwox	6	0
1463657576004915202	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Fauci warns time running short to prevent ‘dangerous’ Covid surge in US https://t.co/v9hmlxPwui	5	0
1463658680788738052	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Aaron Rodgers denies having COVID toe after claiming to have had it https://t.co/K1YaJuGaod		
1463295809269612544	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	AMA moves against doctors who are spreading COVID-19 disinformation https://t.co/rFZAtx4HC3		
1463294880067825666	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Steve Burton Out at General Hospital Over COVID Vaccine Mandate | https://t.co/oP188IaQgY https://t.co/IzwA2gV9uH	6	0
1463295260575080457	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	All county-operated COVID-19 vaccination sites will be closed for the holiday, and just one will be open on Friday. Here's what to know. https://t.co/1EJgJXyJBk	2	0
1463657567507333129	{"retweet_count": 0, "reply_count": 0, "like_count": 1, "quote_count": 0}	I got the COVID shot for the first time , lorrrrd keep me covered 🙏🏽	6	1
1463657802648330242	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	https://t.co/WTgYsLPcey Lethal Injection; Frontline E.R. Doctor Gives Chilling Account of Unusual Vaccine-Induced Illness #Anonymous #WakeUp #truth #realnews #news #newsupdate #NewsAlert #BreakingNews #infowars #vaccine #VaxXed #vaccination #newzealandnews #newzealand #nz #kiwis	6	0
1464020031675813888	{"retweet_count": 0, "reply_count": 1, "like_count": 1, "quote_count": 1}	The week of the 15th to the 21st of November, 1/6th of the population are said to have covid symptoms (which overlap a lot with influenza symptoms) we have been testing 28-30,000 tests a day for covid, about 200,000 samples and about 31,000 came back positive.  My question: 1/n	5	0
1463657858843742210	{"retweet_count": 4, "reply_count": 1, "like_count": 10, "quote_count": 0}	WHO says fully vaccinated should wear masks and physically distance as Covid infections surge #SmartNews  https://t.co/fC7UssQqb5	1	0
1463657684633362436	{"retweet_count": 1, "reply_count": 0, "like_count": 0, "quote_count": 0}	Covid 19: New research suggests Delta strain 'drove itself to extinction' in Japan, via @nzherald https://t.co/KY2pa7hQhk	4	0
1463295983157227520	{"retweet_count": 0, "reply_count": 1, "like_count": 1, "quote_count": 0}	My family acted like I was being paranoid by not going with them to a nephew’s school concert last night.    Just found out one of his grandparents who attended tested positive for Covid-19 today.	2	0
1463296052174282758	{"retweet_count": 0, "reply_count": 1, "like_count": 4, "quote_count": 0}	The Biden administration asked a federal court to let it move ahead with a workplace rule that would require employees at larger companies to be vaccinated against COVID-19 or face weekly testing. https://t.co/8NTTrT6kRl	6	0
1463658480292839431	{"retweet_count": 0, "reply_count": 0, "like_count": 7, "quote_count": 0}	The latest Diario de Mesa! https://t.co/rxMgTMut60 Thanks to @tomangell #cannabis #covid19		
1463657733350170628	{"retweet_count": 0, "reply_count": 0, "like_count": 1, "quote_count": 0}	fuck covid for messing up my taste buds	2	-1
1463657524666593280	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	I admire the bravado of AIIMS chief. Misleads public to ignore masks n Covid appropriate behaviour.With just 29% of population double shot vaccinated, 58% single shot. What is the talking about! Haven't we learnt from Europe which has~64% fully vaccinated reeling under 3rd wave?	1	-1
1463295845902831619	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	STORY: COVID cases reported in region's schools in November https://t.co/XYsRK1iEAf https://t.co/axFhrPqMsq	5	0
1464019792659038212	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Indians In Israel Remember 26/11 Mumbai Terror Attack, Demand Action Against Masterminds - Coronavirus Updates https://t.co/CP4w8C3THm corona live tracker, corona outbreak, coronavirus, coronavirus updates, covid-19, covid-19 tracker, covid19 outbreak, latest news, Top India Ne… https://t.co/8809MZJ3YH	5	0
1463657440885440517	{"retweet_count": 0, "reply_count": 1, "like_count": 1, "quote_count": 0}	1/2 Toronto family lawyers: See important updates to the family law section of the Toronto Notice to the Profession here: https://t.co/XtLRN9YTdZ		
1463657759363248135	{"retweet_count": 0, "reply_count": 3, "like_count": 4, "quote_count": 1}	“We are extremely grateful to Cornwall Community Foundation for awarding us a grant of £5000 from their Emergency Fund. Due to Covid restrictions, we have been unable to fundraise in our usual ways,    Thread below …. @Cornwall_CF https://t.co/MmRBuLV991	2	1
1464020703993344011	{"retweet_count": 1, "reply_count": 0, "like_count": 0, "quote_count": 0}	The region's two largest #school boards will reopen their schools to community use early next month. #COVID19   https://t.co/YuLSSoMhLn	2	0
1463295781835018240	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	[English] Others: Reports of Suspected Adverse Reactions to COVID-19 Vaccines and the Vacci https://t.co/QwrgguACSG #tsukuba @tsukubais	6	0
1464019825303433219	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Uh-oh Fully vaccinated Bryan Adams tests positive for COVID for second time in a month https://t.co/aUhgfo50aE	2	0
1463295368037224454	{"retweet_count": 0, "reply_count": 0, "like_count": 1, "quote_count": 0}	Yo. We have not been back in the office for even a month and we already have a COVID positive coworker who was onsite. I am wearing my fuck you face.	2	-1
1464020417513934849	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	just read new Verint of covid  scientist describing  it as horrific  here we go again	2	0
1463295053510721536	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Coronavirus: 3,666 new cases confirmed in Ireland (via @thejournal_ie) https://t.co/ahVn1fPl94	5	0
1464020674448531458	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Australia stocks slip ahead of October retail sales data release    https://t.co/rRqb4CcQ6P	3	0
1464020260651028486	{"retweet_count": 1, "reply_count": 0, "like_count": 0, "quote_count": 0}	COVID 19 Case Bulletin Daily Report as of 25 November 2021 https://t.co/CTUMF3LeEc	5	0
1463657843039641602	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 1}	Steve Restivo, actor and former co-owner of Vitello’s restaurant, dies of cancer and COVID-19 at 81  https://t.co/eREOBbxqcJ via @variety	2	0
1463295125791158279	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Associate Scientist - Cell Culture - Pearl River, New York - Pfizer #ScienceJobs https://t.co/vR1gsUWmT1		
1463657822533533697	{"retweet_count": 1, "reply_count": 0, "like_count": 2, "quote_count": 0}	A health worker is among three more cases of COVID-19 linked to a Hamilton country music event, bringing the total number of active cases in the region to 29. @WboolStandard  https://t.co/yqejFh4h9e	2	0
1463296110231965696	{"retweet_count": 31, "reply_count": 19, "like_count": 98, "quote_count": 2}	One of our scholars children did not have a way of doing her schoolwork at home while covid is forcing school closures,our scholars clubbed together with us &amp; bought her a new tablet and whiteboard,this makes me so proud of my guild members,&amp; its why we work so hard Ace Axies.❤️ https://t.co/4oh4QaOyES	2	1
1463658155712385025	{"retweet_count": 0, "reply_count": 0, "like_count": 1, "quote_count": 0}	File away ‘Covid Toes’ for next year’s fantasy football team name	2	0
1463657298887421956	{"retweet_count": 0, "reply_count": 2, "like_count": 2, "quote_count": 1}	One of the largest employers in Florida no longer requires its workers to be vaccinated against COVID-19. Disney dropped its mandate Friday. https://t.co/4Ud39Ej1WW	6	0
1463657981929615363	{"retweet_count": 0, "reply_count": 4, "like_count": 4, "quote_count": 0}	No press anywhere else in the world on this, so lets keep the panic up Australia https://t.co/Pr4fpOOblg		
1463657923784196096	{"retweet_count": 3, "reply_count": 1, "like_count": 13, "quote_count": 0}	Joel Embiid has been out of the Sixers lineup for about three weeks now. https://t.co/TW78tEn2mO		
1463295323397402624	{"retweet_count": 0, "reply_count": 0, "like_count": 1, "quote_count": 0}	👋@POTUS @BorisJohnson @JustinTrudeau @RegSprecher @Palazzo_Chigi @EmmanuelMacron @pfizer @moderna_tx @BioNTech_Group @AstraZeneca: We can’t vaccinate the world by mid 2022 unless countries and companies come clean on key vaccine data. We need transparency now.	6	0
1463657575161884675	{"retweet_count": 6, "reply_count": 0, "like_count": 3, "quote_count": 0}	China's seven-week Covid-19 port quarantine snarls supply chains further https://t.co/Uebs0NFwLN	3	0
1463658026943102977	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Pfizer COVID shots are 100% effective for 12 to 15 year olds, study says  https://t.co/4sQcBjllXY	6	0
1464020397343617033	{"retweet_count": 0, "reply_count": 0, "like_count": 2, "quote_count": 0}	Gee thanks for this one Boris 👍🏻 Cool move. All the other politicians in the playground will think you’re great. Coronavirus variant fear sparks Africa travel curbs - BBC News https://t.co/0wrKvLLxyt		
1463295970955784194	{"retweet_count": 0, "reply_count": 1, "like_count": 0, "quote_count": 0}	I literally just had to give away tickets to the #MacysParade because of COVID…  There’s nothing quite as painful as watching a childhood dream die right in front of you.	2	-1
1463295111199084552	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	Musician, 40, suffered brain haemorrhage ‘induced AstraZeneca Covid vaccine’, inquest hears https://t.co/boyjqs1G8D	6	0
1463657252385140736	{"retweet_count": 0, "reply_count": 0, "like_count": 0, "quote_count": 0}	CDC on Monday announced 7-day average of US coronavirus infections has increased 18% and the 7-day average of hospital admissions, 6%. 775,000 Americans have died of COVID-19. Polio took 80% US pop. vax'd to disappear. COVID's at 59%. https://t.co/rPIK7U59W4	5	0
1464019681002590227	{"retweet_count": 3, "reply_count": 0, "like_count": 9, "quote_count": 1}	Western researchers use phone data to trace Ontarians' movement during COVID lockdowns https://t.co/Gg2xb0N5RZ https://t.co/eWUuqkYC4m	4	0
